"bio_year","latitude_rounded","longitude_rounded","slf_present","slf_established","DistToIntro","theta","sectors","rotation_nb","sectors_nb"
2016,40.46847,-76.04706,TRUE,TRUE,32.0861718396175,6.14095307010181,20,2,20
2017,40.45946,-76.37647,TRUE,TRUE,59.6906258859692,6.22019911757961,20,2,20
2018,40.33333,-76.50588,TRUE,TRUE,71.1180065353505,0.0983046880131981,20,2,20
2019,40.54054,-77.15294,TRUE,TRUE,126.062616006016,6.19858802390224,20,2,20
2020,40.55856,-77.61176,TRUE,TRUE,164.944062769867,6.20930714076405,20,2,20
2014,40.40541,-75.70588,TRUE,TRUE,2.81269347566328,0.311400997865572,20,3,1
2015,40.3964,-75.74118,TRUE,TRUE,5.96762156601172,0.27870081431092,20,3,1
2016,40.32432,-75.85882,TRUE,TRUE,18.567823891749,0.460065899847756,20,3,1
2017,40.17117,-76.35294,TRUE,TRUE,63.6703273086622,0.345730637525689,20,3,1
2018,40.03604,-76.42353,TRUE,TRUE,76.3412720088185,0.469091204661738,20,3,1
2019,39.93694,-76.8,TRUE,TRUE,109.52815360207,0.402111246108568,20,3,1
2020,39.91892,-76.89412,TRUE,TRUE,117.540708428331,0.38672089548853,20,3,1
2014,40.3964,-75.70588,TRUE,TRUE,3.33125998811876,0.552750392321657,20,3,2
2015,40.37838,-75.71765,TRUE,TRUE,5.44567318309708,0.716667387737362,20,3,2
2016,40.28829,-75.89412,TRUE,TRUE,23.3273476553512,0.525780776562685,20,3,2
2017,39.93694,-76.16471,TRUE,TRUE,67.5125265213612,0.773958812041137,20,3,2
2018,39.90991,-76.17647,TRUE,TRUE,70.5050118828004,0.789571181321922,20,3,2
2019,39.90991,-76.43529,TRUE,TRUE,85.6719609691563,0.586814338458045,20,3,2
2020,39.72072,-76.47059,TRUE,TRUE,102.709896837101,0.717886455739486,20,3,2
2015,40.35135,-75.70588,TRUE,TRUE,7.55358861841753,1.12489571744699,20,3,3
2016,40.24324,-75.78824,TRUE,TRUE,21.3735312337106,0.989938384635982,20,3,3
2017,40.11712,-75.94118,TRUE,TRUE,40.0892834574335,0.84257388014724,20,3,3
2018,39.72072,-76.16471,TRUE,TRUE,87.691412670813,0.956978997343589,20,3,3
2019,39.59459,-76.34118,TRUE,TRUE,107.40217805009,0.889168736262233,20,3,3
2020,39.59459,-76.34118,TRUE,TRUE,107.40217805009,0.889168736262233,20,3,3
2014,40.3964,-75.68235,TRUE,TRUE,2.17502109758847,1.21458751409317,20,3,4
